status,number_of_stories,age,ff_elevation,wc_encoded,roof_encoded
1,2,33,8,44,23
3,1,28,8,4,2
2,2,28,0,134,8
4,3,37,0,1322,8
1,1,48,0,13,23
2,1,49,0,22,8
4,1,47,0,4,5
1,1,21,8,44,23
4,1,39,0,17,23
1,1,35,8,22,23
1,2,19,6,13,30
1,3,9,0,4,33
1,2,50,0,13,8
1,1,47,6,22,23
4,1,45,6,17,23
1,1,42,8,13,8
2,3,35,0,14,23
2,3,35,0,2221,23
2,3,35,0,2221,23
1,3,35,0,2221,23
3,3,35,0,2221,23
1,3,35,0,2221,23
4,1,44,5,44,33
0,1,47,3,13,33
1,2,42,3,44,33
1,1,67,0,13,19
1,1,66,0,13,23
1,7,12,0,44,33
4,2,49,0,44,33
1,7,12,0,44,33
2,1,54,0,13,33
0,1,8,0,44,19
1,1,22,0,13,19
1,1,14,0,13,19
1,1,47,0,13,19
1,2,21,0,13,19
1,1,70,0,13,19
1,1,81,0,13,19
1,1,42,0,13,19
1,2,19,0,13,33
1,1,28,0,13,19
1,1,30,9,13,14
1,1,20,2,13,14
1,2,2,2,13,19
0,1,24,0,13,23
1,1,46,0,13,23
0,1,24,0,13,8
0,1,13,0,13,5
0,1,12,0,13,8
1,2,14,0,13,14
0,2,1,0,21,30
0,1,17,0,13,23
2,1,15,0,13,8
2,1,17,0,13,23
1,1,13,0,13,8
2,1,16,0,13,8
2,1,17,0,13,8
0,1,16,0,13,8
0,1,17,0,13,19
0,1,48,0,13,14
1,1,27,0,13,23
1,1,45,0,13,8
0,1,45,0,13,8
0,1,43,0,17,8
1,1,23,0,4,23
2,1,23,0,4,23
1,1,28,0,13,8
0,1,16,0,13,8
2,1,29,0,13,8
0,1,29,0,13,8
1,1,12,1,13,8
1,1,30,0,13,8
1,1,15,0,13,19
1,1,11,0,13,19
2,1,23,0,13,8
1,1,30,0,44,19
0,1,1,0,13,14
1,2,14,0,13,19
0,1,45,0,13,19
0,1,16,0,13,14
1,2,14,0,13,19
0,2,2,0,13,19
1,2,22,0,13,19
1,2,4,0,13,14
1,2,27,10,13,14
0,1,46,0,13,19
1,1,32,0,13,23
0,1,26,10,13,8
0,1,29,10,13,19
1,1,28,10,13,19
1,1,49,0,13,19
1,1,38,0,13,33
3,1,36,0,44,33
4,2,49,0,44,33
0,1,42,0,13,8
1,2,15,1,13,14
0,1,41,2,13,19
1,1,70,0,13,19
1,1,64,0,13,19
0,1,59,0,13,5
0,1,46,0,13,19
1,1,21,0,13,14
2,1,31,0,17,8
3,3,24,9,4,33
1,5,40,0,13,33
2,1,39,2,6,30
1,1,16,0,13,19
0,1,35,0,13,19
0,1,27,0,13,19
1,1,12,0,13,19
0,1,15,0,13,19
1,1,17,1,13,19
0,2,17,2,13,19
0,1,28,2,13,19
1,2,7,0,13,19
1,2,23,0,13,19
1,1,20,3,13,19
1,1,22,2,13,19
1,1,20,0,13,19
1,1,27,2,13,19
0,1,30,3,13,8
0,2,25,2,13,19
0,3,1,3,13,5
1,1,18,2,13,19
0,1,17,0,13,8
1,1,18,0,13,19
1,1,50,8,17,5
1,2,58,0,44,8
1,1,47,2,4,23
1,1,48,3,4,8
1,1,68,2,22,5
0,1,58,8,22,23
0,1,77,1,13,5
1,1,34,2,17,30
0,1,63,2,17,30
0,1,54,0,13,5
1,2,25,0,4,5
1,1,63,2,17,5
1,1,60,10,13,23
1,1,65,1,22,5
2,1,66,1,4,8
1,1,16,14,4,5
1,1,47,10,6,2
0,1,9,10,4,5
1,2,40,12,4,8
0,1,9,0,4,5
0,2,22,10,4,5
0,2,1,0,4,5
0,2,43,0,13,33
3,2,35,0,4,5
1,1,66,2,22,8
1,1,104,1,17,5
0,1,37,8,13,19
1,1,27,2,13,19
1,1,21,0,13,19
0,1,9,2,13,19
1,1,16,0,13,19
0,1,17,1,13,8
1,1,1,2,13,19
1,1,17,2,13,19
1,1,17,1,13,19
1,1,17,0,13,19
1,2,4,2,13,19
1,1,22,0,13,19
1,1,21,2,13,19
1,2,21,0,13,19
1,1,18,0,13,19
1,2,18,2,13,5
0,2,24,2,13,19
1,1,23,2,13,19
1,1,29,0,13,8
0,1,23,0,13,8
1,1,19,0,13,19
1,1,22,0,13,14
2,2,22,5,17,2
2,1,36,6,13,8
1,1,50,0,13,8
0,1,50,0,17,5
0,1,50,0,13,8
0,1,49,0,13,19
1,1,50,0,1,14
1,1,49,0,13,14
0,1,50,0,13,5
0,1,49,1,13,14
0,2,2,0,1134,5
1,1,50,0,13,8
0,1,48,0,13,19
1,1,13,2,13,19
2,1,23,0,13,8
1,1,34,2,4,8
1,1,25,3,13,8
1,1,44,0,13,19
0,1,30,0,13,19
0,1,24,2,13,8
1,1,48,0,13,19
1,1,45,0,1317,8
1,1,40,0,13,8
1,1,48,0,13,5
1,1,48,0,13,8
1,1,26,0,13,14
0,1,49,0,13,14
0,1,46,0,13,19
1,1,58,3,22,5
1,1,58,8,17,2
1,1,48,3,4,23
1,2,9,8,13,5
1,1,52,9,4,23
1,1,12,0,13,5
1,1,59,0,13,5
0,1,3,1,13,2
1,1,18,8,4,5
1,1,30,8,6,33
2,5,51,0,44,33
3,1,58,0,17,5
1,1,31,0,13,8
1,1,51,3,134,2
2,1,19,8,4,23
1,1,35,8,4,5
1,1,48,4,4,5
1,1,46,0,132217,29
1,2,39,0,136,29
4,1,45,0,4,5
3,1,37,8,13,8
4,1,40,8,4,235
2,1,87,0,22,23
2,1,48,1,13,8
1,1,64,0,4,29
2,1,4,0,4,5
1,2,37,0,22,14
0,2,27,0,21,23
1,2,30,0,13,8
0,2,30,0,21,8
0,2,8,2,13,19
0,2,1,0,13,14
0,2,10,1,13,19
1,1,32,0,13,19
0,1,40,0,13,19
1,1,41,0,13,19
0,2,6,1,13,19
1,2,27,0,13,33
0,1,40,1,13,8
1,2,12,2,13,8
2,1,40,0,17,8
2,1,42,0,13,19
2,1,42,0,13,19
2,1,43,0,13,14
1,3,32,0,21,8
1,2,29,3,22,5
0,7,51,0,21,33
0,2,25,0,22,5
2,1,51,0,44,23
1,2,36,8,4,8
1,2,46,8,17,5
0,2,50,8,22,23
1,1,45,8,4,30
2,1,38,2,22,23
0,2,42,8,4,23
0,2,52,0,13,23
1,1,42,0,13,8
1,1,35,0,4,5
1,1,47,0,113,8
2,1,47,0,13,8
0,1,40,0,13,5
1,2,41,2,13,14
0,2,6,2,13,19
1,2,8,1,13,14
2,1,63,2,17,5
1,1,55,3,4,5
0,1,92,2,4,5
0,1,24,0,4,5
4,1,68,2,4,5
1,1,36,2,21,23
1,1,10,0,13,8
1,1,10,0,13,8
0,1,60,0,4,5
0,1,23,0,4,5
0,1,32,2,6,5
0,1,13,8,4,5
2,1,10,12,4,23
0,1,77,2,4,5
1,1,23,2,4,23
1,1,10,10,4,23
2,1,11,0,6,5
1,1,92,0,17,5
1,1,40,0,13,23
1,1,16,2,13,23
1,1,15,0,4,8
0,1,34,0,13,5
2,1,15,0,13,8
1,1,15,0,13,19
2,1,43,2,4,29
0,1,30,2,4,29
2,1,43,2,4,5
1,1,45,2,4,8
1,1,48,3,4,5
2,1,31,2,4,33
3,1,43,2,6,30
3,1,26,2,22,23
4,1,33,2,4,30
2,1,32,1,17,30
0,1,9,10,4,30
0,1,10,8,4,23
0,1,50,0,113,30
2,1,87,2,4,30
1,1,27,2,17,2
0,2,27,0,4,5
0,1,92,4,4,5
3,1,92,2,13,23
1,1,92,0,17,5
1,2,8,12,4,5
1,1,92,2,17,8
0,1,92,0,6,5
0,2,32,8,17,5
0,1,64,1,4,5
1,1,57,1,22,5
1,1,60,1,4,5
0,1,85,0,17,23
1,1,85,2,4,5
0,2,66,2,4,5
2,1,54,2,4,23
1,1,67,0,4,23
1,1,27,2,4,5
2,2,33,8,4,5
1,2,53,0,22,5
0,2,45,0,13,8
1,2,77,2,6,5
2,1,40,8,4,5
2,1,82,0,4,5
1,1,13,2,4,23
0,1,18,0,13,23
0,1,5,0,13,8
2,1,2,0,13,8
1,1,15,1,4,8
1,1,38,2,17,30
2,1,44,0,4,30
1,1,21,2,4,23
1,1,44,2,4,8
3,1,44,2,6,30
1,1,44,2,17,5
3,1,33,2,4,5
0,1,45,0,17,23
0,2,38,8,17,30
0,1,15,0,13,23
0,1,14,0,13,23
1,1,38,2,17,33
0,1,38,2,21,33
1,1,38,2,6,30
4,1,43,2,21,30
1,1,77,2,22,8
0,1,77,2,22,8
1,1,77,0,17,30
2,1,92,0,21,8
1,2,19,0,4,8
2,2,20,4,22,8
0,1,30,8,13,5
1,1,60,0,22,8
1,1,77,2,22,8
1,1,62,1,4,5
1,1,58,1,4,30
1,1,87,2,4,8
0,1,87,2,4,8
0,1,92,1,4,30
1,1,82,2,4,30
0,1,82,2,22,30
2,1,37,8,4,8
3,1,41,2,4,8
1,1,22,0,13,8
0,1,16,0,13,8
1,1,15,0,13,8
0,1,15,0,13,8
0,1,60,0,4,30
2,1,25,2,4,30
1,1,42,0,4,30
0,1,43,0,4,8
0,1,43,0,4,30
2,1,43,2,6,5
3,1,33,2,4,30
0,1,9,11,4,5
1,1,26,3,4,23
1,1,32,2,6,29
1,1,32,3,6,29
1,1,10,11,4,8
0,1,26,0,113,5
1,1,27,0,4,5
1,1,52,2,6,29
1,1,52,3,6,5
2,1,43,1,6,5
1,1,24,1,17,8
1,1,24,3,4,23
1,1,22,1,4,8
0,1,92,3,4,5
0,1,92,4,4,5
1,1,92,2,4,5
1,1,78,3,4,5
1,1,92,4,22,8
1,1,92,4,22,2
2,3,20,2,134,8
1,1,92,5,22,5
2,1,92,2,22,2
1,1,14,8,4,5
1,1,92,1,4,5
1,1,52,8,4,5
1,2,14,8,4,5
1,1,25,3,4,5
1,1,52,8,4,5
1,1,67,2,4,2
1,1,67,1,4,5
1,1,68,4,4,2
1,1,59,2,4,8
1,2,62,0,4,5
1,1,82,3,2217,2
1,1,87,2,1322,8
1,2,87,1,226,5
1,1,92,3,4,2
1,1,51,3,4,5
1,1,92,3,4,5
3,1,22,3,4,8
1,1,23,1,4,8
1,1,47,8,4,5
1,1,50,1,4,23
2,1,12,8,4,8
1,1,57,2,4,5
0,1,40,0,13,23
0,1,15,0,13,8
1,1,16,2,13,23
1,1,15,0,13,8
1,1,34,0,13,23
1,1,14,0,13,8
1,1,45,2,4,8
1,1,40,2,4,29
1,1,39,2,46,29
1,1,45,2,4,29
1,1,38,1,6,29
1,1,38,2,4,29
0,2,26,0,13,19
0,1,51,0,13,23
2,2,27,0,22,5
1,1,51,0,13,33
2,2,35,0,4,23
4,2,49,0,44,33
4,2,49,0,44,33
1,1,42,8,17,5
2,2,26,0,13,33
4,2,44,8,13,5
3,1,34,2,4,33
2,1,36,2,4,33
4,1,49,0,44,33
1,1,21,2,4,8
2,1,55,0,4,5
0,1,61,2,22,5
0,1,41,0,13,5
1,1,57,0,17,23
1,1,43,2,6,5
2,1,10,9,4,33
0,1,13,2,4,5
2,1,23,2,4,30
1,1,32,2,6,30
1,1,68,0,17,33
2,1,33,8,13,5
1,1,43,8,44,5
1,1,26,9,134,8
2,2,24,9,13,19
2,1,36,9,13,8
2,2,20,9,4,5
4,1,34,9,17,23
4,2,30,9,22,23
4,2,27,8,4,5
2,1,21,9,4,5
4,2,15,8,4,5
4,1,31,9,22,5
4,1,31,9,17,23
4,1,32,8,1317,23
3,1,44,8,13,33
2,1,20,0,4,8
2,1,30,8,1317,2
4,2,29,0,1322,2
2,2,9,10,4,23
1,1,26,10,4,23
2,1,39,10,17,5
3,1,36,0,44,33
4,2,49,0,44,33
4,2,49,0,44,33
4,2,49,0,44,33
4,2,49,0,44,33
2,1,19,10,4,8
1,2,30,8,4,5
2,2,19,8,13,23
2,1,27,10,13,8
1,2,37,10,22,5
3,2,9,9,22,23
4,1,40,8,1322,5
2,5,51,0,44,33
4,2,49,0,44,33
3,1,36,0,44,33
3,1,33,10,17,5
4,1,32,8,22,23
3,2,49,4,17,5
4,2,49,0,44,33
1,1,5,8,4,23
4,1,30,10,17,5
4,2,49,0,44,33
4,2,38,0,17,33
4,2,49,0,44,33
2,2,30,8,4,5
2,2,54,0,13,5
2,2,30,10,22,5
2,1,32,0,22,23
2,1,40,10,17,5
2,1,30,10,4,23
2,1,24,9,22,5
2,2,29,9,4,5
1,1,37,8,44,5
2,1,34,10,4,5
2,2,24,8,4,23
3,1,64,0,44,33
4,1,32,0,4,33
4,1,30,9,17,23
3,1,38,8,17,23
2,2,27,9,14,5
4,1,29,8,17,23
2,2,29,8,4,23
4,1,30,8,17,23
3,1,32,10,17,23
3,1,2,8,4,5
2,1,33,8,4,23
3,2,42,8,13,5
2,2,23,0,4,5
4,2,30,8,22,5
2,1,36,0,13,5
2,2,30,9,4,5
0,1,34,9,13,5
1,1,29,8,13,5
2,2,32,9,4,23
2,2,23,8,4,5
1,2,36,8,17,33
4,1,36,9,4,5
1,2,21,9,13,23
2,2,15,0,13,5
4,1,49,8,13,5
2,1,30,8,4,23
1,2,27,0,13,19
2,1,47,0,6,5
1,3,39,0,13,33
2,3,35,0,13,5
3,1,62,0,13,33
4,1,66,0,44,33
3,1,44,0,13,5
4,1,64,0,13,33
3,1,44,0,13,23
3,1,47,8,13,5
3,1,48,0,44,5
0,2,28,8,13,5
3,1,46,0,6,30
3,1,59,0,13,33
3,1,71,0,13,33
1,5,34,0,13,19
1,1,13,8,4,23
2,3,22,0,4,5
2,2,28,8,13,23
4,1,31,8,17,23
1,1,32,8,13,23
2,1,34,0,17,8
0,1,25,8,22,5
1,2,40,0,13,33
1,1,33,8,13,5
1,1,33,0,4,33
1,2,24,8,4,23
1,1,17,7,4,23
1,1,40,9,17,5
2,1,26,8,17,23
1,1,41,0,17,23
1,2,30,10,17,5
3,1,11,9,4,23
2,1,29,8,22,8
1,1,28,8,17,8
2,1,13,8,4,23
1,2,5,8,4,5
3,0,0,0,44,33
2,3,19,0,4,30
4,1,32,8,17,23
2,2,19,8,4,8
2,1,22,8,4,23
1,2,49,8,13,8
3,1,43,8,13,5
1,5,38,0,13,33
1,1,14,8,4,23
0,2,25,8,13,5
2,1,29,8,17,23
0,1,47,0,13,33
1,1,12,0,13,30
1,1,14,8,4,8
3,1,31,12,17,5
0,1,40,10,13,5
0,1,31,8,1317,5
0,1,29,8,1317,5
2,1,40,8,4,8
1,1,31,8,13,5
3,1,23,10,1317,23
2,1,21,10,13,23
1,1,7,8,4,5
2,2,27,10,4,23
1,1,0,8,134,5
3,1,22,8,4,5
2,1,22,8,4,5
2,2,55,0,44,33
0,2,21,12,13,33
2,1,36,8,4,33
1,1,62,6,4,33
3,1,48,0,13,23
1,1,19,8,13,33
2,3,33,0,4,5
1,2,24,12,13,14
0,1,48,2,6,5
2,1,64,8,17,5
1,1,43,0,13,23
0,7,12,0,44,33
2,2,91,0,22,23
0,1,32,0,6,29
2,1,25,0,13,8
2,1,34,2,4,29
0,7,12,0,44,33
0,7,12,0,44,33
1,7,12,0,44,33
2,5,51,0,44,33
2,1,31,0,13,23
3,2,32,0,4,23
4,2,36,0,4,2
3,1,32,0,4,2
2,1,13,9,4,8
1,1,14,9,4,8
2,5,51,0,44,33
1,1,31,2,6,2
1,1,31,2,4,30
4,1,46,2,6,29
4,1,46,0,6,33
2,2,13,8,4,8
4,1,48,0,6,5
3,1,12,9,4,8
1,1,10,6,4,5
1,1,11,8,4,23
1,1,29,9,22,5
0,1,45,2,6,2
4,1,51,2,6,2
3,1,49,2,6,23
3,1,51,2,13,23
1,2,8,9,13,5
2,2,11,9,4,23
1,1,18,9,4,5
2,1,33,9,13,5
4,2,49,0,44,33
1,1,29,9,13,19
2,1,27,11,13,19
1,1,36,8,13,5
3,1,40,9,13,5
1,1,38,8,4,5
4,1,32,10,22,23
2,1,32,9,22,5
3,1,49,9,13,5
4,1,37,2,6,29
1,1,31,2,6,29
1,1,31,2,6,2
1,1,30,2,6,29
1,1,31,2,6,33
2,1,11,13,4,8
2,1,32,2,6,23
1,1,31,2,6,23
2,1,17,9,4,8
2,1,32,2,6,23
0,1,32,2,6,29
1,1,6,9,22,8
1,1,37,2,6,2
4,2,49,0,44,33
1,1,45,2,6,2
2,1,11,9,4,33
2,1,55,2,4,5
1,1,46,7,22,2
1,1,11,8,4,8
2,1,17,9,13,8
4,1,46,0,22,5
3,1,54,0,13,5
3,1,23,8,17,23
2,1,12,8,4,8
1,1,46,2,6,29
2,1,30,8,17,23
4,1,48,0,6,29
4,1,49,0,4,23
4,2,49,0,44,33
2,1,16,8,4,5
4,1,53,2,6,29
3,1,17,8,4,8
2,1,9,8,4,2
4,1,33,2,6,29
2,1,41,0,136,829
2,1,17,8,4,8
0,1,47,0,17,2
1,2,49,0,13,5
3,1,26,8,13,23
1,2,26,8,4,5
4,1,30,8,4,5
2,1,35,8,6,23
1,1,32,3,4,2
2,1,32,2,22,8
3,1,26,3,4,23
2,1,17,8,4,8
4,1,32,2,4,2
1,1,32,2,6,29
2,1,11,8,4,8
2,5,51,0,44,33
2,1,11,8,4,8
1,1,58,0,1317,2
4,2,49,0,44,33
2,1,12,8,4,23
1,1,10,8,4,23
1,1,33,3,44,33
1,1,12,8,4,23
1,1,42,8,4,5
2,1,12,8,4,23
3,1,34,8,13,5
1,1,2,12,4,5
3,1,44,0,44,33
3,1,57,0,44,23
2,1,54,0,13,33
3,1,55,0,44,33
3,1,31,0,44,33
4,1,32,0,44,33
2,1,52,0,13,33
1,1,38,5,13,5
1,1,41,8,13,5
1,1,49,8,17,5
1,1,43,8,13,23
2,1,30,0,4,33
1,1,30,0,44,33
1,1,11,8,4,23
2,1,10,8,4,23
2,1,11,8,4,5
3,1,36,0,4,33
2,1,10,0,4,23
3,1,40,3,17,33
3,1,32,0,4,33
1,1,40,0,4,33
2,1,39,4,4,33
3,1,42,0,44,33
0,1,4,8,4,23
3,1,61,0,17,5
2,1,44,0,44,5
1,1,13,0,4,23
3,1,41,0,44,33
4,1,52,0,44,33
4,1,45,0,4,5
4,2,49,0,44,33
3,1,51,2,13,33
2,1,39,8,17,5
0,1,34,8,4,5
1,2,27,8,4,5
3,1,25,8,4,5
0,1,13,8,13,5
1,1,28,8,4,23
2,5,51,0,44,33
2,1,31,8,4,5
3,1,49,1,4,5
1,1,31,8,13,23
3,2,38,8,13,33
1,1,24,8,4,5
4,1,29,8,4,23
4,2,27,8,4,5
1,2,27,8,4,5
4,1,30,8,4,5
3,1,27,3,6,5
4,1,43,0,44,30
2,1,38,10,17,8
2,1,38,3,6,30
1,1,50,3,6,5
3,1,43,3,6,5
1,1,45,3,4,5
0,1,34,0,13,33
0,1,40,0,22,33
0,1,61,0,17,33
1,1,1,8,13,5
4,1,59,0,17,23
2,1,18,8,17,5
2,1,45,0,13,5
3,1,55,0,13,5
1,1,20,12,4,5
1,1,28,8,4,23
1,1,42,0,13,23
1,2,44,0,134,33
3,1,20,8,4,23
1,1,12,8,4,23
1,1,5,8,4,23
1,2,13,8,4,23
1,1,28,8,4,8
2,1,47,3,6,33
2,1,25,5,4,30
1,1,23,0,4,5
0,1,18,0,13,5
1,1,19,8,4,5
1,1,31,8,13,19
2,1,40,0,17,8
1,1,34,8,13,23
2,2,18,0,4,23
1,2,10,0,13,5
2,3,27,0,13,19
0,2,0,0,13,5
3,1,45,0,13,5
2,2,24,8,4,5
4,2,33,7,4,5
0,1,0,9,22,5
2,1,17,8,4,23
2,1,33,10,22,23
1,3,35,0,13,19
4,1,39,7,4,5
0,7,12,0,44,33
4,1,46,7,4,5
1,3,51,0,22,5
1,1,64,3,4,5
1,1,31,9,22,5
2,2,37,8,22,2
1,1,23,9,4,5
4,1,48,0,44,5
2,2,20,8,4,23
2,2,23,9,4,23
4,1,54,2,4,23
2,1,23,9,4,23
4,1,42,2,6,29
3,1,6,8,4,8
2,2,10,9,22,23
1,1,15,9,4,8
1,1,37,2,6,2
0,1,1,0,22,5
2,1,30,9,22,23
4,1,40,8,13,23
0,1,27,8,22,5
1,1,16,9,22,8
0,1,3,1,22,5
1,2,34,0,13,5
2,1,25,8,4,5
1,2,17,0,13,5
1,1,36,2,6,5
0,1,61,2,4,2
4,1,34,2,6,29
2,1,36,2,6,29
4,1,34,2,6,5
1,1,13,2,4,8
3,1,36,0,44,33
1,1,15,9,4,8
1,1,15,8,4,23
0,1,1,9,22,5
2,2,10,8,4,8
2,2,10,8,4,5
1,2,10,8,4,5
1,1,52,0,13,5
4,5,31,0,13,5
1,3,87,0,44,23
1,1,32,8,22,8
0,1,31,8,4,5
2,1,30,8,4,8
0,1,45,0,4,8
0,1,54,0,13,5
2,1,26,8,4,8
1,1,28,8,13,5
1,1,24,0,4,8
1,1,30,8,4,30
0,1,33,8,17,23
1,1,32,0,4,8
2,1,54,0,13,33
2,1,21,8,4,8
2,1,32,12,22,5
2,1,59,0,134,33
4,1,26,12,22,8
4,1,31,12,4,8
3,1,28,12,13,8
1,1,1,8,4,30
1,2,30,8,4,8
0,1,12,8,4,8
3,1,57,0,13,5
2,1,44,0,13,8
1,1,41,8,13,5
0,1,24,8,13,19
1,1,43,0,13,33
2,1,16,8,4,33
0,1,12,8,13,30
0,1,29,8,13,5
1,1,27,8,13,14
1,1,31,8,13,5
2,1,37,8,13,5
2,1,38,8,13,5
1,1,19,8,4,5
0,1,0,8,44,5
2,1,20,8,4,23
2,1,25,8,4,23
0,2,25,8,13,5
1,1,30,8,22,2
3,1,59,8,4,8
3,2,21,8,4,2
1,1,10,8,13,5
2,2,7,8,4,5
1,1,18,8,4,8
3,1,26,8,134,23
1,1,29,8,4,23
0,1,18,8,4,5
1,1,52,1,6,2
1,1,37,3,6,5
2,1,13,8,4,8
4,2,49,0,44,33
1,1,1,8,44,8
3,1,27,8,22,2
3,2,13,8,4,23
0,1,24,8,13,2
1,7,12,0,44,33
2,1,27,3,4,2
1,1,19,3,4,29
0,1,34,3,4,5
2,1,24,3,4,29
2,1,24,4,4,5
4,1,35,2,4,29
4,1,33,2,6,2
4,2,49,0,44,33
1,1,27,2,4,8
0,1,16,2,44,33
4,2,49,0,44,33
4,2,49,0,44,33
4,2,49,0,44,33
4,2,49,0,44,33
4,2,49,0,44,33
3,5,31,0,13,5
3,1,57,0,13,33
2,1,41,0,13,5
2,2,12,0,13,5
4,1,49,0,136,33
4,1,43,0,44,33
3,1,32,0,6,23
3,1,41,0,13,33
0,2,0,8,13,33
1,2,9,8,13,5
2,1,45,0,4,23
4,1,32,8,22,5
1,2,44,8,22,30
4,1,29,8,17,5
1,1,3,8,4,23
3,1,38,8,22,5
1,1,47,0,13,23
2,2,20,8,4,30
0,2,37,8,22,30
2,3,34,8,13,19
0,14,42,5,44,33
1,3,54,0,13,5
0,1,54,0,13,5
1,1,58,0,13,5
1,1,47,8,17,23
0,2,15,8,13,33
0,1,49,8,13,5
3,1,58,2,4,5
0,1,54,0,13,5
1,2,59,0,4,5
2,2,59,2,1322,5
0,1,49,8,13,30
2,1,38,0,13,23
1,2,50,0,13,14
0,3,22,0,13,5
0,1,43,8,13,33
1,2,27,9,13,5
4,1,41,10,22,33
1,1,45,10,13,33
2,1,18,4,4,23
1,1,12,8,4,8
2,1,44,0,22,5
2,1,23,12,13,19
2,1,3,8,4,5
1,1,20,10,13,8
3,1,29,8,22,5
1,1,3,0,17,23
2,1,28,0,13,19
2,1,28,8,17,23
2,1,27,12,22,23
4,1,31,0,17,2
1,1,33,12,17,23
1,1,48,0,13,2
0,1,59,0,17,33
3,1,17,10,4,23
1,1,1,10,4,23
1,1,12,14,4,33
3,2,27,0,22,2
2,1,17,0,4,23
2,2,8,14,4,8
1,1,18,0,4,23
0,2,1,8,44,2
1,1,4,0,4,33
2,2,0,0,4,2
2,2,14,10,4,5
3,2,32,0,22,5
4,1,28,12,22,33
1,1,4,0,22,23
1,1,37,12,22,5
1,1,27,10,13,19
2,1,40,0,4,23
3,1,10,14,4,8
2,2,17,0,44,2
2,1,10,12,4,23
2,1,26,0,17,2
2,1,24,0,4,23
2,1,12,10,4,23
1,2,35,0,13,19
1,1,33,12,13,19
3,1,47,12,22,19
2,2,32,12,13,19
2,1,31,0,13,2
2,2,28,12,13,2
1,2,36,0,13,19
1,1,36,12,13,23
1,2,14,0,13,14
1,1,15,0,13,19
1,1,35,0,17,23
1,1,37,0,13,23
2,1,29,0,13,19
3,1,40,0,44,2
3,1,39,0,44,29
3,19,52,0,44,33
2,2,22,0,13,19
2,1,46,0,13,23
2,1,46,0,13,14
1,3,37,0,13,23
1,2,34,0,13,8
0,1,37,0,4,2
1,1,31,0,4,2
0,1,7,0,4,2
1,1,0,0,4,23
1,1,34,0,4,2
1,1,39,0,4,2
0,1,0,0,44,33
1,1,0,0,4,23
1,1,39,0,6,2
4,1,45,0,6,2
4,2,37,0,13,23
2,1,50,0,4,2
3,1,34,0,4,2
4,1,23,0,0,121
1,1,32,4,20,12
3,1,50,0,201223,125
2,1,78,0,20,125
1,1,63,0,13,8121
4,1,2,0,19,125
3,1,51,0,20,23
4,2,51,0,20,23
3,2,51,0,20,8
3,3,26,0,44,121
2,6,31,0,13,31
2,1,18,0,13,31
1,1,11,0,2028,23
2,1,8,0,287,23
1,1,10,0,2028,23
1,1,7,0,2028,8
2,1,8,0,2028,8
2,1,8,0,28,8
2,1,9,0,28,8
2,1,9,0,28,8
2,1,11,0,2028,23
2,1,8,0,2028,23
1,1,8,0,2028,8
2,1,7,0,2028,23
2,1,8,0,2028,8
3,1,6,0,2028,23
2,1,5,0,28,8
1,1,4,0,28,23
3,1,35,0,44,33
2,1,18,0,20,31
0,1,33,3,0,23
4,2,23,0,28,23
0,1,53,2,30,23
2,1,56,0,13,8
1,1,11,0,2028,8
2,1,11,0,2028,8
3,1,11,0,20,23
1,2,61,1,13,23
